id,machine failure
136429,0.17863961406076126
136430,0.09347490151455676
136431,0.22629912511345243
136432,0.1420717769081761
136433,0.19530638827540991
136434,0.225990014705588
136435,0.3075344269701164
136436,0.37388767338539663
136437,0.0003685134022093672
136438,0.09384805409015731
136439,0.1932478486611809
136440,0.1855460787024637
136441,0.09418458208018124
136442,0.14192733556853507
136443,0.0008675797668754598
136444,0.3836686114048736
136445,0.0820799561967803
136446,0.9997590493670712
136447,0.21729332981190488
136448,0.1356434953683348
136449,0.39270888676776755
136450,0.31622270123286295
136451,0.7866254353204899
136452,0.7800667211284076
136453,0.3075184800139423
136454,0.05640781557074645
136455,0.13973173797460903
136456,0.49764230818902644
136457,0.31986296064772013
136458,0.3643364347388816
136459,0.211095465364711
136460,0.20903146300039352
136461,0.0940260753056498
136462,0.716111205241423
136463,0.0009037600523796992
136464,0.2361624839875285
136465,0.10261277655425866
136466,0.19467298452130088
136467,0.10881790275804933
136468,0.14547942571508254
136469,0.10185168321394222
136470,0.22464496220952293
136471,0.5794723119376489
136472,0.498474331648357
136473,0.1640939436398533
136474,0.1708165581446133
136475,0.1533311217146502
136476,0.002982752321260103
136477,0.20298199965812444
136478,0.17754503303190147
136479,0.045769579865118176
136480,0.426712926691918
136481,0.20170131097719166
136482,0.851282569329933
136483,0.14613606555591152
136484,0.09054568991382475
136485,0.06144267452909388
136486,0.18950621014433253
136487,0.11363859875173858
136488,0.3207243474008746
136489,0.07838687734133913
136490,0.7885817444818847
136491,0.2524076260182203
136492,0.2533481927601096
136493,0.23741031181021582
136494,0.08001512768782162
136495,0.2026842243304538
136496,0.3651001986527355
136497,0.0011542508960078698
136498,0.5349677970418897
136499,0.10944810319701426
136500,0.025318443795070856
136501,0.11856492126063564
136502,0.0032554147742315555
136503,0.1504838150636558
136504,0.0804415394010003
136505,0.09702164087499072
136506,0.19255444336407906
136507,0.028917188077369628
136508,0.07595007050189147
136509,0.17657378087103567
136510,0.133546349849977
136511,0.5977569519251137
136512,0.032100395177100206
136513,0.004253879003797039
136514,0.1468549585452665
136515,0.10928698089996965
136516,0.26397566633177294
136517,0.0637764703258528
136518,0.1165417006356645
136519,0.13171989572762305
136520,0.09057269202744476
136521,0.15210946045287313
136522,0.23216340158960388
136523,0.08708225994203184
136524,0.0910887536054904
136525,0.0025270048430757323
136526,0.413875569378777
136527,0.5035304680011284
136528,0.00031023593850323445
136529,0.4243580333540228
136530,0.1349915147019195
136531,0.25832968368213466
136532,0.19423381245367405
136533,0.13366577074946823
136534,0.02867093544115129
136535,0.19366655083529258
136536,0.11653816581286232
136537,0.06638937978452848
136538,0.3654348614401235
136539,0.07973053545338378
136540,0.175089701028749
136541,0.05728693949078568
136542,0.35448811296488025
136543,0.48905211217389044
136544,0.0974137448366214
136545,0.0021683473333322877
136546,0.03293096818995233
136547,0.2952123487927331
136548,0.2009026306500169
136549,0.10342612144224966
136550,0.30440626378878805
136551,0.00048744766431203643
136552,0.10980244115817157
136553,0.09263767189122293
136554,0.23338943158471454
136555,0.6600461401112062
136556,0.004268938357849495
136557,0.30558512394279314
136558,0.2930477474788179
136559,0.20709441013681487
136560,0.3469579829115419
136561,0.004832491999889809
136562,0.07980780306264902
136563,0.2115392947261772
136564,0.13115901817149167
136565,0.7724257986917437
136566,0.10771418686696309
136567,0.34328196516387843
136568,0.32776515020285435
136569,0.33594675033568727
136570,0.04021765443201406
136571,0.3065761357903848
136572,0.29227229136021715
136573,0.12549499544982057
136574,0.40051470533971867
136575,0.1140528516006107
136576,0.3800135958528242
136577,0.37384194236934215
136578,0.057885205263200366
136579,0.41499322892806817
136580,0.0726689634959314
136581,0.042835871203496016
136582,0.09513849723086806
136583,0.10266489238886445
136584,0.14970136228079703
136585,0.29326285059312124
136586,0.9189247640281255
136587,0.03594983262185481
136588,0.41327292641178953
136589,0.21034477974527607
136590,0.07160419811079033
136591,0.15817271234118416
136592,0.5137890811787192
136593,0.23288906449129568
136594,0.01944858656155684
136595,0.1223700406238485
136596,0.10583769209438058
136597,0.12024800367005954
136598,0.39377546264301416
136599,0.18015324083916198
136600,0.14204958959615172
136601,0.22174599632503336
136602,0.4453655947748106
136603,0.0012609713350736269
136604,0.04747988032338105
136605,0.4082351799488903
136606,0.20087222685944697
136607,0.25309331283555164
136608,0.22123152850966166
136609,0.24453531035297224
136610,0.3559742024798391
136611,0.04195305679241764
136612,0.08062287672241329
136613,0.21833756145733327
136614,0.07588443341944032
136615,0.05427998126056697
136616,0.06501372685800502
136617,0.5906001824323975
136618,0.1312404307283488
136619,0.15649582130291104
136620,0.12863812551094125
136621,0.001361789403397158
136622,0.0008618407381809328
136623,0.07438649843368876
136624,0.056145393102580515
136625,0.2879452438846567
136626,0.010323247798334653
136627,0.3424476833393817
136628,0.14421625071644728
136629,0.015553774673213987
136630,0.051909113476667795
136631,0.4159117861843561
136632,0.284286682566771
136633,0.1374060431544192
136634,0.07716381313634144
136635,0.6660641622911523
136636,0.6754039944997826
136637,0.23673568578099072
136638,0.974100576853216
136639,0.002870584729837744
136640,0.635477608610587
136641,0.11907804097200386
136642,0.19164727081983915
136643,0.8765051371924838
136644,0.08077090787278446
136645,0.07243378533013077
136646,0.0002593703964069264
136647,0.6332475442757715
136648,0.7317925838156079
136649,0.22280746729235626
136650,0.3590638635846173
136651,0.07633347365732503
136652,0.9998498706927909
136653,0.14120254480915398
136654,0.13524865856540544
136655,0.3591202239759287
136656,0.33679830598037364
136657,0.28879624228655804
136658,0.13965440765482606
136659,0.15792249548033663
136660,0.147039727105972
136661,0.3649264924677164
136662,0.6078569072606896
136663,0.2263073363333858
136664,0.73204256307495
136665,0.1271776143522719
136666,0.01724398610051154
136667,0.717165715475477
136668,0.2728092416500172
136669,0.1937246683044566
136670,0.34000103865779335
136671,0.15077113667353245
136672,0.16481870414406474
136673,0.04808887921982221
136674,0.024211294444162527
136675,0.2512243150949666
136676,0.2403946415639986
136677,0.0012550900139680667
136678,0.05061089971857248
136679,0.0008335038480666108
136680,0.0031827665469714938
136681,0.12980357212290622
136682,0.1366542610890942
136683,0.14826117637519629
136684,0.40026043133652034
136685,0.6039638256223979
136686,0.19070995778559444
136687,0.002286242986333713
136688,0.25832467786298663
136689,0.27568803240412376
136690,0.14555779650693898
136691,0.6826122245617822
136692,0.23777241239162672
136693,0.04906606093992663
136694,0.07803803826674748
136695,0.1587457637918337
136696,0.41875965814571436
136697,0.01763943009036488
136698,0.4435958617134202
136699,0.31961124432398036
136700,0.05684781507266137
136701,0.09245460018882991
136702,0.10174273613084435
136703,0.5422101123268521
136704,0.04255025125293432
136705,0.04533732564256273
136706,0.11695025416367516
136707,0.1545303250934597
136708,0.6224416026403501
136709,0.009658718200672874
136710,0.16698153528977264
136711,0.3110628763988471
136712,0.03154345308262686
136713,0.23889262960718746
136714,0.007745390300842903
136715,0.2960647116828692
136716,0.1328683779868944
136717,0.3347709159997393
136718,0.6869757528904614
136719,0.19179458998194127
136720,0.005009094914833181
136721,0.07907988297228546
136722,0.08587540337046641
136723,0.07998639376211471
136724,0.1764564648199516
136725,0.2410966561864007
136726,0.10782845714567359
136727,0.1036932399306873
136728,0.07956273513083925
136729,0.21921160721908917
136730,0.00038956324483454337
136731,0.5597093082452407
136732,0.1317188268305642
136733,0.1607541723374949
136734,0.15110014282593753
136735,0.0005922446447846767
136736,0.21722935038151872
136737,0.12027458826386131
136738,0.08005496133494218
136739,0.40832767936633246
136740,0.08129231725049227
136741,0.7535975950365607
